,GTII CN Equity,GTII CN Equity,GTII CN Equity,GTII CN Equity,GTII CN Equity
2024-01-26,18.59,18.59,17.82,17.82,260931.0
2024-01-27,18.59,18.59,17.82,17.82,260931.0
2024-01-28,18.59,18.59,17.82,17.82,260931.0
2024-01-29,17.85,17.85,17.17,17.64,280111.0
2024-01-30,17.52,18.0,17.17,17.7,438629.0
2024-01-31,17.5,18.0,17.15,17.79,131991.0
2024-02-01,17.79,18.6,17.57,18.53,1008206.0
2024-02-02,18.39,19.04,17.91,18.52,571597.0
2024-02-03,18.39,19.04,17.91,18.52,571597.0
2024-02-04,18.39,19.04,17.91,18.52,571597.0
2024-02-05,18.15,18.56,17.58,17.9,252876.0
2024-02-06,17.93,19.3,17.78,18.75,1131334.0
2024-02-07,18.5,18.86,18.16,18.22,231761.0
2024-02-08,18.28,18.38,17.72,17.76,279367.0
2024-02-09,17.67,18.04,17.58,17.7,167750.0
2024-02-10,17.67,18.04,17.58,17.7,167750.0
2024-02-11,17.67,18.04,17.58,17.7,167750.0
2024-02-12,17.64,18.5,17.0,17.29,434153.0
2024-02-13,16.71,18.22,16.49,17.36,468861.0
2024-02-14,17.4,17.89,17.16,17.51,428155.0
2024-02-15,17.2,18.8,17.2,18.63,400443.0
2024-02-16,18.16,18.88,17.93,18.84,409886.0
2024-02-17,18.16,18.88,17.93,18.84,409886.0
2024-02-18,18.16,18.88,17.93,18.84,409886.0
2024-02-19,18.16,18.88,17.93,18.84,409886.0
2024-02-20,18.74,18.74,18.01,18.04,174612.0
2024-02-21,17.95,18.16,17.75,17.83,155437.0
2024-02-22,17.94,18.73,17.93,18.7,190109.0
2024-02-23,18.71,19.29,18.62,19.29,359392.0
2024-02-24,18.71,19.29,18.62,19.29,359392.0
2024-02-25,18.71,19.29,18.62,19.29,359392.0
2024-02-26,19.0,19.23,18.28,18.43,274359.0
2024-02-27,18.56,18.58,17.57,17.6,277173.0
2024-02-28,17.76,18.04,17.12,17.12,239604.0
2024-02-29,17.65,18.17,16.94,17.0,414115.0
2024-03-01,17.05,17.87,16.97,17.7,598904.0
2024-03-02,17.05,17.87,16.97,17.7,598904.0
2024-03-03,17.05,17.87,16.97,17.7,598904.0
2024-03-04,17.25,17.75,17.21,17.38,132583.0
2024-03-05,17.2,18.12,16.94,17.39,342287.0
2024-03-06,17.24,17.26,16.12,16.18,510127.0
2024-03-07,16.38,16.38,15.25,15.56,664310.0
2024-03-08,15.86,16.42,15.85,16.29,508093.0
2024-03-09,15.86,16.42,15.85,16.29,508093.0
2024-03-10,15.86,16.42,15.85,16.29,508093.0
2024-03-11,16.04,16.15,15.15,15.58,335147.0
2024-03-12,15.49,15.65,14.72,15.0,414732.0
2024-03-13,14.97,15.6,14.97,15.475,175721.0
2024-03-14,15.69,15.99,15.08,15.69,135949.0
2024-03-15,16.11,17.66,16.05,17.26,599749.0
2024-03-16,16.11,17.66,16.05,17.26,599749.0
2024-03-17,16.11,17.66,16.05,17.26,599749.0
2024-03-18,17.36,18.29,17.36,18.05,568139.0
2024-03-19,18.0,18.36,17.39,18.21,231524.0
2024-03-20,18.83,18.88,17.55,17.7,364262.0
2024-03-21,17.96,18.96,17.48,18.96,524504.0
2024-03-22,19.05,19.14,18.31,18.92,432158.0
2024-03-23,19.05,19.14,18.31,18.92,432158.0
2024-03-24,19.05,19.14,18.31,18.92,432158.0
2024-03-25,19.25,19.56,18.06,18.06,319546.0
2024-03-26,18.35,19.3,18.25,19.25,387077.0
2024-03-27,19.2,20.37,18.52,20.11,503595.0
2024-03-28,20.15,20.32,19.235,19.84,370771.0
2024-03-29,20.15,20.32,19.235,19.84,370771.0
2024-03-30,20.15,20.32,19.235,19.84,370771.0
2024-03-31,20.15,20.32,19.235,19.84,370771.0
2024-04-01,19.84,20.43,18.91,20.31,748648.0
2024-04-02,20.25,20.36,19.8,20.1,219948.0
2024-04-03,20.34,20.34,19.73,20.25,257227.0
2024-04-04,19.97,20.79,17.71,17.95,665465.0
2024-04-05,18.35,19.2,18.05,18.83,434602.0
2024-04-06,18.35,19.2,18.05,18.83,434602.0
2024-04-07,18.35,19.2,18.05,18.83,434602.0
2024-04-08,19.16,19.59,18.77,19.57,85480.0
