,TRUL CN Equity,TRUL CN Equity,TRUL CN Equity,TRUL CN Equity,TRUL CN Equity
2021-09-18,34.98,34.98,33.5,33.51,318325.0
2021-09-19,34.98,34.98,33.5,33.51,318325.0
2021-09-20,32.72,34.15,31.5,31.5,401042.0
2021-09-21,32.01,33.81,31.25,33.8,394501.0
2021-09-22,34.6,36.39,34.06,35.69,564577.0
2021-09-23,35.61,37.97,35.5,35.59,488811.0
2021-09-24,35.1,36.86,34.37,36.86,265747.0
2021-09-25,35.1,36.86,34.37,36.86,265747.0
2021-09-26,35.1,36.86,34.37,36.86,265747.0
2021-09-27,36.81,37.17,35.81,36.82,294199.0
2021-09-28,36.8376,36.9,35.13,35.21,395766.0
2021-09-29,35.19,35.58,33.55,34.23,390246.0
2021-09-30,34.18,34.6,32.25,34.46,453326.0
2021-10-01,34.5,36.74,34.28,35.2,537764.0
2021-10-02,34.5,36.74,34.28,35.2,537764.0
2021-10-03,34.5,36.74,34.28,35.2,537764.0
2021-10-04,34.77,37.0,34.75,35.78,406255.0
2021-10-05,35.41,37.4,35.41,37.14,363508.0
2021-10-06,37.19,37.81,36.64,37.24,349712.0
2021-10-07,37.65,38.0,37.0,37.15,384076.0
2021-10-08,37.44,37.51,35.82,36.91,221988.0
2021-10-09,37.44,37.51,35.82,36.91,221988.0
2021-10-10,37.44,37.51,35.82,36.91,221988.0
2021-10-11,37.44,37.51,35.82,36.91,221988.0
2021-10-12,36.92,36.92,34.12,34.75,330835.0
2021-10-13,34.8,35.0,33.88,34.16,283352.0
2021-10-14,34.61,34.62,33.39,33.5,291269.0
2021-10-15,33.21,33.72,32.0,32.95,368585.0
2021-10-16,33.21,33.72,32.0,32.95,368585.0
2021-10-17,33.21,33.72,32.0,32.95,368585.0
2021-10-18,33.16,33.16,31.92,31.98,241090.0
2021-10-19,32.52,33.58,31.6,33.25,560640.0
2021-10-20,33.34,34.85,33.21,34.38,290959.0
2021-10-21,34.05,36.42,34.05,36.23,402709.0
2021-10-22,35.6,36.04,34.1,34.11,251700.0
2021-10-23,35.6,36.04,34.1,34.11,251700.0
2021-10-24,35.6,36.04,34.1,34.11,251700.0
2021-10-25,33.95,34.06,32.7,32.75,225827.0
2021-10-26,32.65,33.28,31.2,31.2,1002101.0
2021-10-27,32.87,32.96,30.87,31.01,562716.0
2021-10-28,31.0,32.01,30.7,31.72,226446.0
2021-10-29,31.9,32.01,30.98,31.16,181799.0
2021-10-30,31.9,32.01,30.98,31.16,181799.0
2021-10-31,31.9,32.01,30.98,31.16,181799.0
2021-11-01,31.2,32.48,31.08,31.8,259073.0
2021-11-02,31.81,32.0,31.14,31.2,210013.0
2021-11-03,30.75,31.59,30.61,30.97,328913.0
2021-11-04,31.41,31.41,29.84,30.19,401293.0
2021-11-05,29.96,34.87,29.85,34.76,538705.0
2021-11-06,29.96,34.87,29.85,34.76,538705.0
2021-11-07,29.96,34.87,29.85,34.76,538705.0
2021-11-08,36.7,38.44,34.55,35.79,1671872.0
2021-11-09,35.79,36.84,34.13,35.25,685635.0
2021-11-10,35.3,36.63,33.97,33.97,399838.0
2021-11-11,34.39,37.135,33.6,36.34,573765.0
2021-11-12,37.09,39.25,36.45,38.58,958637.0
2021-11-13,37.09,39.25,36.45,38.58,958637.0
2021-11-14,37.09,39.25,36.45,38.58,958637.0
2021-11-15,39.94,43.75,38.14,38.5,1255342.0
2021-11-16,38.51,40.66,38.01,38.51,568386.0
2021-11-17,39.0,40.17,37.82,38.4,465480.0
2021-11-18,38.42,38.98,35.55,37.63,508044.0
2021-11-19,37.13,37.63,36.31,36.84,191606.0
2021-11-20,37.13,37.63,36.31,36.84,191606.0
2021-11-21,37.13,37.63,36.31,36.84,191606.0
2021-11-22,36.14,36.98,34.32,34.85,403526.0
2021-11-23,34.23,36.65,34.23,36.55,320303.0
2021-11-24,36.48,37.8,35.26,37.65,498642.0
2021-11-25,37.78,38.2,37.19,37.4,109644.0
2021-11-26,35.66,37.98,34.8,36.51,375863.0
2021-11-27,35.66,37.98,34.8,36.51,375863.0
2021-11-28,35.66,37.98,34.8,36.51,375863.0
2021-11-29,37.06,37.59,34.72,35.2,317704.0
2021-11-30,35.06,36.62,33.64,34.2,318448.0
2021-12-01,34.2,34.93,31.91,33.56,416070.0
2021-12-02,32.6,34.67,32.53,33.55,541342.0
2021-12-03,34.28,35.82,33.6,34.05,829435.0
2021-12-04,34.28,35.82,33.6,34.05,829435.0
2021-12-05,34.28,35.82,33.6,34.05,829435.0
2021-12-06,33.53,35.22,31.88,31.9,513505.0
2021-12-07,32.25,33.01,31.45,31.45,475729.0
2021-12-08,31.0,33.45,30.78,33.15,594358.0
2021-12-09,32.71,33.49,32.4,32.7,395707.0
2021-12-10,32.98,32.98,31.78,32.41,353616.0
2021-12-11,32.98,32.98,31.78,32.41,353616.0
2021-12-12,32.98,32.98,31.78,32.41,353616.0
2021-12-13,32.02,32.37,30.74,31.41,468065.0
2021-12-14,29.05,31.37,29.05,30.88,534526.0
2021-12-15,30.46,31.51,30.29,31.5,263872.0
2021-12-16,31.5,31.86,30.99,31.27,215326.0
2021-12-17,31.3,31.89,30.76,30.94,473859.0
2021-12-18,31.3,31.89,30.76,30.94,473859.0
2021-12-19,31.3,31.89,30.76,30.94,473859.0
2021-12-20,30.5,30.87,30.03,30.08,267332.0
2021-12-21,30.01,30.8,30.01,30.37,158051.0
2021-12-22,30.43,32.99,30.3,32.51,361281.0
2021-12-23,32.5,34.5,32.18,33.94,374587.0
2021-12-24,33.9,34.5,33.71,34.5,25943.0
2021-12-25,33.9,34.5,33.71,34.5,25943.0
2021-12-26,33.9,34.5,33.71,34.5,25943.0
2021-12-27,33.9,34.5,33.71,34.5,25943.0
2021-12-28,33.9,34.5,33.71,34.5,25943.0
2021-12-29,34.29,34.44,32.25,33.87,291516.0
2021-12-30,34.4,34.42,33.24,33.4,399152.0
2021-12-31,33.52,33.52,32.6,32.91,325525.0
2022-01-01,33.52,33.52,32.6,32.91,325525.0
2022-01-02,33.52,33.52,32.6,32.91,325525.0
2022-01-03,33.52,33.52,32.6,32.91,325525.0
2022-01-04,33.59,33.97,32.25,32.25,341106.0
2022-01-05,32.72,33.06,30.35,30.88,410108.0
2022-01-06,30.36,31.62,30.32,30.77,280915.0
2022-01-07,31.1,32.19,30.72,31.99,211903.0
2022-01-08,31.1,32.19,30.72,31.99,211903.0
2022-01-09,31.1,32.19,30.72,31.99,211903.0
2022-01-10,32.0,32.55,31.67,32.0,422616.0
2022-01-11,31.91,33.04,31.62,31.73,295924.0
2022-01-12,31.68,32.34,31.4,31.61,282027.0
2022-01-13,32.0,32.3,31.23,31.3,249296.0
2022-01-14,31.21,31.95,30.38,31.53,332019.0
2022-01-15,31.21,31.95,30.38,31.53,332019.0
2022-01-16,31.21,31.95,30.38,31.53,332019.0
2022-01-17,31.82,31.92,31.23,31.86,28304.0
2022-01-18,31.25,31.68,30.855,30.9,334705.0
2022-01-19,31.0,31.28,29.8,29.86,592784.0
2022-01-20,30.0,30.1,28.09,28.25,490530.0
2022-01-21,27.76,28.0,26.32,26.35,729516.0
2022-01-22,27.76,28.0,26.32,26.35,729516.0
2022-01-23,27.76,28.0,26.32,26.35,729516.0
2022-01-24,25.6,26.94,23.38,26.6,1070791.0
2022-01-25,26.0,26.7,25.13,25.21,536335.0
2022-01-26,25.99,26.63,24.34,24.7,588831.0
2022-01-27,25.01,25.66,24.12,24.25,452743.0
2022-01-28,24.03,25.0,23.64,23.89,597592.0
2022-01-29,24.03,25.0,23.64,23.89,597592.0
2022-01-30,24.03,25.0,23.64,23.89,597592.0
2022-01-31,24.0,25.98,23.76,24.9,655001.0
2022-02-01,25.16,27.9,25.16,27.86,397652.0
2022-02-02,27.9,28.55,27.21,27.33,299498.0
2022-02-03,26.66,27.5,25.9,25.96,228365.0
2022-02-04,26.25,29.64,26.08,28.06,540258.0
2022-02-05,26.25,29.64,26.08,28.06,540258.0
2022-02-06,26.25,29.64,26.08,28.06,540258.0
2022-02-07,28.5,29.28,27.76,28.33,693959.0
2022-02-08,28.5,29.91,28.35,29.55,262765.0
2022-02-09,29.25,32.03,29.25,31.92,499733.0
2022-02-10,31.95,34.475,31.62,32.86,1089102.0
2022-02-11,32.8,34.61,31.31,33.5,833121.0
2022-02-12,32.8,34.61,31.31,33.5,833121.0
2022-02-13,32.8,34.61,31.31,33.5,833121.0
2022-02-14,33.01,34.55,33.01,33.34,489948.0
2022-02-15,33.6,34.34,32.36,33.23,502875.0
2022-02-16,32.72,33.59,32.66,32.66,474576.0
2022-02-17,32.5,32.65,30.78,31.33,458213.0
2022-02-18,30.88,31.23,29.83,30.11,434695.0
2022-02-19,30.88,31.23,29.83,30.11,434695.0
2022-02-20,30.88,31.23,29.83,30.11,434695.0
2022-02-21,30.88,31.23,29.83,30.11,434695.0
2022-02-22,29.01,29.88,28.35,28.7,482375.0
2022-02-23,28.99,29.23,27.5,27.53,402183.0
2022-02-24,27.53,28.02,25.45,27.44,603165.0
2022-02-25,27.89,28.85,26.82,26.95,366601.0
2022-02-26,27.89,28.85,26.82,26.95,366601.0
2022-02-27,27.89,28.85,26.82,26.95,366601.0
2022-02-28,27.0,27.94,26.76,27.2,218476.0
2022-03-01,27.16,27.31,25.48,25.72,578204.0
2022-03-02,25.53,25.95,25.08,25.25,351049.0
2022-03-03,25.49,25.66,24.71,25.1,346203.0
2022-03-04,24.96,25.35,24.6,25.15,273748.0
2022-03-05,24.96,25.35,24.6,25.15,273748.0
2022-03-06,24.96,25.35,24.6,25.15,273748.0
2022-03-07,24.61,25.24,23.71,23.98,359436.0
2022-03-08,23.76,25.07,23.52,24.17,527517.0
2022-03-09,24.51,25.32,24.21,24.21,329954.0
2022-03-10,24.4,24.75,23.56,24.25,287517.0
2022-03-11,24.67,24.67,23.23,23.64,201600.0
2022-03-12,24.67,24.67,23.23,23.64,201600.0
2022-03-13,24.67,24.67,23.23,23.64,201600.0
2022-03-14,23.75,24.14,21.97,22.06,352053.0
2022-03-15,22.64,22.64,21.71,21.84,367271.0
2022-03-16,22.21,22.96,21.91,22.8,354822.0
2022-03-17,23.69,24.76,22.84,24.23,313670.0
2022-03-18,24.5,25.39,24.06,25.21,294394.0
2022-03-19,24.5,25.39,24.06,25.21,294394.0
2022-03-20,24.5,25.39,24.06,25.21,294394.0
2022-03-21,25.45,25.59,24.14,24.76,321760.0
2022-03-22,24.6,25.33,24.45,24.79,182651.0
2022-03-23,24.99,25.44,23.88,24.25,289603.0
2022-03-24,24.1,25.69,23.98,25.55,475225.0
2022-03-25,27.0,27.95,25.18,25.73,937010.0
2022-03-26,27.0,27.95,25.18,25.73,937010.0
2022-03-27,27.0,27.95,25.18,25.73,937010.0
2022-03-28,25.73,25.96,24.59,25.58,303843.0
2022-03-29,25.45,26.44,25.07,25.88,572627.0
2022-03-30,24.99,26.5,24.62,25.83,392299.0
2022-03-31,25.83,26.33,25.58,26.31,291783.0
2022-04-01,26.44,27.42,25.93,26.54,455212.0
2022-04-02,26.44,27.42,25.93,26.54,455212.0
2022-04-03,26.44,27.42,25.93,26.54,455212.0
2022-04-04,27.0,27.0,25.62,25.72,252851.0
2022-04-05,25.62,26.34,24.51,25.51,365115.0
2022-04-06,25.01,25.35,24.38,25.12,365899.0
2022-04-07,24.7,25.85,23.67,25.6,302323.0
2022-04-08,25.6,25.96,24.7,24.85,193522.0
2022-04-09,25.6,25.96,24.7,24.85,193522.0
2022-04-10,25.6,25.96,24.7,24.85,193522.0
2022-04-11,24.41,25.54,24.24,24.24,291115.0
2022-04-12,24.38,24.84,23.65,23.73,379536.0
2022-04-13,23.99,24.4,23.2,23.36,286306.0
2022-04-14,24.14,24.14,22.98,23.0,154061.0
2022-04-15,24.14,24.14,22.98,23.0,154061.0
2022-04-16,24.14,24.14,22.98,23.0,154061.0
2022-04-17,24.14,24.14,22.98,23.0,154061.0
2022-04-18,22.89,22.95,21.72,21.95,535572.0
2022-04-19,21.93,22.97,21.75,22.96,171924.0
2022-04-20,22.65,22.65,21.94,22.0,116069.0
2022-04-21,21.96,22.22,21.37,21.56,273519.0
2022-04-22,21.54,22.005,21.29,21.29,462934.0
2022-04-23,21.54,22.005,21.29,21.29,462934.0
2022-04-24,21.54,22.005,21.29,21.29,462934.0
2022-04-25,21.07,21.37,20.45,20.85,782027.0
2022-04-26,21.09,21.09,20.48,20.48,407589.0
2022-04-27,20.42,20.75,19.2,19.56,626187.0
2022-04-28,19.67,19.68,18.675,19.0,804530.0
2022-04-29,18.9,19.43,18.51,18.51,257862.0
2022-04-30,18.9,19.43,18.51,18.51,257862.0
2022-05-01,18.9,19.43,18.51,18.51,257862.0
2022-05-02,18.16,18.57,17.99,18.05,624941.0
2022-05-03,18.21,18.52,17.36,17.41,519774.0
2022-05-04,17.41,17.8,17.0,17.53,532122.0
2022-05-05,17.6,17.61,16.34,17.47,501117.0
2022-05-06,17.46,19.15,16.45,19.08,656329.0
2022-05-07,17.46,19.15,16.45,19.08,656329.0
2022-05-08,17.46,19.15,16.45,19.08,656329.0
2022-05-09,18.57,18.76,17.32,18.5,292850.0
2022-05-10,19.33,19.39,18.04,18.5,513182.0
2022-05-11,17.86,19.1,17.66,17.66,478829.0
2022-05-12,17.5,19.3,17.0,18.27,779428.0
2022-05-13,18.79,19.17,18.03,19.17,782078.0
2022-05-14,18.79,19.17,18.03,19.17,782078.0
2022-05-15,18.79,19.17,18.03,19.17,782078.0
2022-05-16,19.13,19.48,18.56,18.64,250976.0
2022-05-17,18.99,19.75,18.29,18.81,609847.0
2022-05-18,18.8,19.47,18.34,18.5,446414.0
2022-05-19,18.5,19.1,18.2,18.88,245680.0
2022-05-20,19.25,19.52,18.52,19.25,311112.0
2022-05-21,19.25,19.52,18.52,19.25,311112.0
2022-05-22,19.25,19.52,18.52,19.25,311112.0
2022-05-23,19.25,19.52,18.52,19.25,311112.0
2022-05-24,19.2,19.39,18.2,18.38,401082.0
2022-05-25,18.39,18.87,18.1,18.1,333418.0
2022-05-26,18.16,19.47,18.16,18.61,327741.0
2022-05-27,18.28,18.85,17.94,18.45,265612.0
2022-05-28,18.28,18.85,17.94,18.45,265612.0
2022-05-29,18.28,18.85,17.94,18.45,265612.0
2022-05-30,18.98,18.98,17.98,18.11,123096.0
2022-05-31,18.29,18.72,17.74,18.72,381472.0
2022-06-01,18.57,18.83,17.85,18.1,586883.0
2022-06-02,18.08,18.59,17.8,18.27,249629.0
2022-06-03,18.23,18.59,17.97,18.29,346814.0
2022-06-04,18.23,18.59,17.97,18.29,346814.0
2022-06-05,18.23,18.59,17.97,18.29,346814.0
2022-06-06,18.55,18.55,18.19,18.22,471261.0
2022-06-07,18.4,18.53,18.05,18.05,285718.0
2022-06-08,18.09,18.3,17.63,17.65,316314.0
2022-06-09,17.72,18.15,17.21,17.3,367445.0
2022-06-10,17.12,18.66,17.1,17.94,373516.0
2022-06-11,17.12,18.66,17.1,17.94,373516.0
2022-06-12,17.12,18.66,17.1,17.94,373516.0
2022-06-13,17.28,17.8,17.08,17.21,310297.0
2022-06-14,17.21,17.58,16.82,17.08,413183.0
2022-06-15,16.86,17.8,16.86,17.52,247695.0
2022-06-16,17.11,18.13,17.11,17.52,370251.0
2022-06-17,17.44,18.55,17.44,17.51,502922.0
2022-06-18,17.44,18.55,17.44,17.51,502922.0
2022-06-19,17.44,18.55,17.44,17.51,502922.0
2022-06-20,17.78,18.19,17.63,17.63,77325.0
2022-06-21,17.76,18.11,16.98,17.0,403822.0
2022-06-22,16.92,17.48,15.9,17.48,450950.0
2022-06-23,17.01,17.22,16.2,16.72,405274.0
2022-06-24,16.8,17.43,16.66,16.8,192748.0
2022-06-25,16.8,17.43,16.66,16.8,192748.0
2022-06-26,16.8,17.43,16.66,16.8,192748.0
2022-06-27,17.05,17.25,16.71,16.81,271347.0
2022-06-28,16.8,17.5,16.46,16.47,294819.0
2022-06-29,16.5,16.88,15.75,15.78,284267.0
2022-06-30,15.51,15.97,14.51,14.8,363027.0
2022-07-01,15.51,15.97,14.51,14.8,363027.0
2022-07-02,15.51,15.97,14.51,14.8,363027.0
2022-07-03,15.51,15.97,14.51,14.8,363027.0
2022-07-04,14.85,14.96,14.26,14.42,165630.0
2022-07-05,14.45,16.03,14.15,15.92,601485.0
2022-07-06,15.97,16.85,15.65,16.68,377743.0
2022-07-07,16.68,17.15,16.12,16.2,468778.0
2022-07-08,16.29,16.35,15.13,15.32,257784.0
2022-07-09,16.29,16.35,15.13,15.32,257784.0
2022-07-10,16.29,16.35,15.13,15.32,257784.0
2022-07-11,15.37,15.37,14.54,14.63,174179.0
2022-07-12,14.88,15.23,14.6,15.14,153685.0
2022-07-13,14.91,15.34,14.63,14.68,157996.0
2022-07-14,14.64,16.28,14.55,16.26,408471.0
2022-07-15,15.88,16.2,15.55,15.61,279808.0
2022-07-16,15.88,16.2,15.55,15.61,279808.0
2022-07-17,15.88,16.2,15.55,15.61,279808.0
2022-07-18,15.95,16.07,15.15,15.66,237005.0
2022-07-19,15.64,16.37,15.22,16.37,314049.0
2022-07-20,16.04,17.78,16.04,16.75,625428.0
2022-07-21,17.0,17.66,16.31,17.59,315467.0
2022-07-22,17.42,17.72,16.51,17.43,258333.0
2022-07-23,17.42,17.72,16.51,17.43,258333.0
2022-07-24,17.42,17.72,16.51,17.43,258333.0
2022-07-25,17.42,17.95,16.92,17.88,337393.0
2022-07-26,17.79,17.8,16.73,17.4,341777.0
2022-07-27,17.33,17.34,16.53,16.53,194905.0
2022-07-28,16.52,16.7,16.28,16.63,111049.0
2022-07-29,16.51,16.7,16.19,16.4,82176.0
2022-07-30,16.51,16.7,16.19,16.4,82176.0
2022-07-31,16.51,16.7,16.19,16.4,82176.0
2022-08-01,16.51,16.7,16.19,16.4,82176.0
2022-08-02,16.25,17.47,16.06,17.28,293733.0
2022-08-03,17.0,17.54,16.93,17.02,112440.0
2022-08-04,17.26,17.43,16.06,16.06,166484.0
2022-08-05,16.3,17.15,16.13,17.0,301937.0
2022-08-06,16.3,17.15,16.13,17.0,301937.0
2022-08-07,16.3,17.15,16.13,17.0,301937.0
2022-08-08,17.25,17.65,16.58,16.84,291987.0
2022-08-09,16.87,17.65,16.43,17.19,415083.0
2022-08-10,16.49,17.0,16.26,16.6,363242.0
2022-08-11,16.6,16.94,16.36,16.58,327030.0
2022-08-12,16.32,16.91,16.32,16.78,156201.0
2022-08-13,16.32,16.91,16.32,16.78,156201.0
2022-08-14,16.32,16.91,16.32,16.78,156201.0
2022-08-15,16.99,16.99,16.52,16.9,353473.0
2022-08-16,16.9,17.08,16.59,16.94,292346.0
2022-08-17,17.02,17.15,16.5,16.67,254258.0
2022-08-18,16.58,17.05,16.5,16.9,350339.0
2022-08-19,16.81,17.03,16.53,16.67,249364.0
2022-08-20,16.81,17.03,16.53,16.67,249364.0
2022-08-21,16.81,17.03,16.53,16.67,249364.0
2022-08-22,16.5,16.63,16.03,16.13,377860.0
2022-08-23,16.09,16.55,16.0,16.07,263871.0
2022-08-24,15.95,17.5,15.95,17.47,374282.0
2022-08-25,17.05,18.54,17.05,18.47,808957.0
2022-08-26,18.1,18.74,17.78,18.74,520007.0
2022-08-27,18.1,18.74,17.78,18.74,520007.0
2022-08-28,18.1,18.74,17.78,18.74,520007.0
2022-08-29,18.33,19.77,18.02,19.23,348611.0
2022-08-30,19.14,19.74,18.33,18.7,329933.0
2022-08-31,18.59,19.17,18.44,18.61,261766.0
2022-09-01,18.79,19.01,18.15,18.85,224038.0
2022-09-02,19.08,19.57,18.54,19.08,161152.0
2022-09-03,19.08,19.57,18.54,19.08,161152.0
2022-09-04,19.08,19.57,18.54,19.08,161152.0
2022-09-05,19.08,19.57,18.54,19.08,161152.0
2022-09-06,19.01,19.37,17.76,17.91,143595.0
2022-09-07,17.84,18.23,17.38,17.51,201142.0
2022-09-08,17.4,17.74,17.1,17.72,184003.0
2022-09-09,17.62,18.01,17.27,17.62,160216.0
2022-09-10,17.62,18.01,17.27,17.62,160216.0
2022-09-11,17.62,18.01,17.27,17.62,160216.0
2022-09-12,17.43,17.77,16.32,16.55,455466.0
2022-09-13,16.1,16.37,15.88,15.89,255833.0
2022-09-14,16.1,16.14,15.51,15.54,204052.0
2022-09-15,15.89,15.89,15.38,15.47,133200.0
2022-09-16,15.39,15.45,14.8,14.85,202275.0
2022-09-17,15.39,15.45,14.8,14.85,202275.0
2022-09-18,15.39,15.45,14.8,14.85,202275.0
2022-09-19,14.85,15.41,14.25,14.27,159839.0
2022-09-20,14.6,14.66,13.78,13.81,196692.0
2022-09-21,14.0,14.45,13.92,14.0,208874.0
2022-09-22,13.85,14.19,13.27,13.35,221579.0
2022-09-23,13.13,13.41,12.49,12.51,313687.0
2022-09-24,13.13,13.41,12.49,12.51,313687.0
2022-09-25,13.13,13.41,12.49,12.51,313687.0
2022-09-26,12.55,13.13,12.15,12.15,461900.0
2022-09-27,12.53,12.56,11.53,11.93,401120.0
2022-09-28,12.0,12.63,11.66,12.32,250928.0
2022-09-29,12.39,12.4,11.72,11.94,185568.0
2022-09-30,11.91,12.15,11.67,11.73,184111.0
2022-10-01,11.91,12.15,11.67,11.73,184111.0
2022-10-02,11.91,12.15,11.67,11.73,184111.0
2022-10-03,12.29,12.29,11.65,11.79,238510.0
2022-10-04,11.97,12.57,11.94,12.35,287905.0
2022-10-05,12.21,12.3,11.76,11.98,276432.0
2022-10-06,11.81,16.87,11.75,16.3,660542.0
2022-10-07,17.93,18.54,16.22,16.7,1617753.0
2022-10-08,17.93,18.54,16.22,16.7,1617753.0
2022-10-09,17.93,18.54,16.22,16.7,1617753.0
2022-10-10,17.93,18.54,16.22,16.7,1617753.0
2022-10-11,15.93,16.19,14.1,14.6,820872.0
2022-10-12,14.94,14.96,13.82,13.82,341847.0
2022-10-13,13.62,14.45,13.26,13.86,516790.0
2022-10-14,13.99,14.43,13.43,13.5,361784.0
2022-10-15,13.99,14.43,13.43,13.5,361784.0
2022-10-16,13.99,14.43,13.43,13.5,361784.0
2022-10-17,13.5,14.11,13.0,14.04,355553.0
2022-10-18,14.13,14.76,13.97,14.4,372902.0
2022-10-19,14.46,15.64,14.29,14.93,303050.0
2022-10-20,14.56,15.79,14.55,15.26,464798.0
2022-10-21,15.18,15.93,15.03,15.53,267184.0
2022-10-22,15.18,15.93,15.03,15.53,267184.0
2022-10-23,15.18,15.93,15.03,15.53,267184.0
2022-10-24,15.46,15.76,14.86,14.86,93597.0
2022-10-25,14.93,15.95,14.76,14.82,270873.0
2022-10-26,15.5,15.55,14.8,14.86,163041.0
2022-10-27,14.83,14.92,14.16,14.42,231171.0
2022-10-28,14.44,14.75,14.16,14.55,159807.0
2022-10-29,14.44,14.75,14.16,14.55,159807.0
2022-10-30,14.44,14.75,14.16,14.55,159807.0
2022-10-31,14.8,16.28,14.2,15.88,532098.0
2022-11-01,16.08,16.08,15.15,15.58,188592.0
2022-11-02,15.62,15.81,14.83,15.02,213452.0
2022-11-03,15.17,15.52,14.56,15.1,164153.0
2022-11-04,15.3,15.33,14.84,14.89,217074.0
2022-11-05,15.3,15.33,14.84,14.89,217074.0
2022-11-06,15.3,15.33,14.84,14.89,217074.0
2022-11-07,14.75,15.09,14.07,14.29,140568.0
2022-11-08,14.25,14.8,14.15,14.6,394788.0
2022-11-09,14.6,15.79,14.6,15.08,644062.0
2022-11-10,15.0,15.85,14.62,14.93,912061.0
2022-11-11,14.83,15.2,14.44,14.78,711175.0
2022-11-12,14.83,15.2,14.44,14.78,711175.0
2022-11-13,14.83,15.2,14.44,14.78,711175.0
2022-11-14,14.99,15.96,14.65,14.71,464308.0
2022-11-15,15.39,16.63,15.05,16.63,590142.0
2022-11-16,16.68,17.29,15.96,17.2,301060.0
2022-11-17,16.4,17.2,16.4,17.2,203226.0
2022-11-18,16.76,17.15,16.44,17.08,218752.0
2022-11-19,16.76,17.15,16.44,17.08,218752.0
2022-11-20,16.76,17.15,16.44,17.08,218752.0
2022-11-21,16.8,17.0,16.08,16.38,211132.0
2022-11-22,16.2,16.71,15.99,16.37,88301.0
2022-11-23,16.01,17.38,15.94,17.38,379698.0
2022-11-24,17.14,17.68,17.06,17.68,12578.0
2022-11-25,17.33,17.64,17.12,17.4,75625.0
2022-11-26,17.33,17.64,17.12,17.4,75625.0
2022-11-27,17.33,17.64,17.12,17.4,75625.0
2022-11-28,17.35,17.77,17.06,17.6,383454.0
2022-11-29,17.34,17.66,17.08,17.57,398136.0
2022-11-30,17.41,17.56,17.08,17.56,484001.0
2022-12-01,17.37,18.6,16.6,18.5,374962.0
2022-12-02,18.09,19.84,17.63,19.63,701016.0
2022-12-03,18.09,19.84,17.63,19.63,701016.0
2022-12-04,18.09,19.84,17.63,19.63,701016.0
2022-12-05,19.55,21.6,19.45,20.36,1119749.0
2022-12-06,20.36,20.45,17.7,18.87,847149.0
2022-12-07,18.01,18.02,16.1,16.9,605661.0
2022-12-08,16.55,16.55,14.66,15.21,823807.0
2022-12-09,15.05,15.92,14.87,15.4,385583.0
2022-12-10,15.05,15.92,14.87,15.4,385583.0
2022-12-11,15.05,15.92,14.87,15.4,385583.0
2022-12-12,15.04,15.59,13.54,13.59,483458.0
2022-12-13,14.03,14.3,12.52,12.62,528431.0
2022-12-14,12.59,12.97,12.06,12.15,489261.0
2022-12-15,12.05,12.93,11.6,11.61,589908.0
2022-12-16,11.71,12.97,11.34,12.1,1420845.0
2022-12-17,11.71,12.97,11.34,12.1,1420845.0
2022-12-18,11.71,12.97,11.34,12.1,1420845.0
2022-12-19,11.99,12.0,9.91,9.95,1020395.0
2022-12-20,9.99,10.91,9.12,9.31,1400137.0
2022-12-21,9.33,9.58,8.84,9.01,773419.0
2022-12-22,8.99,9.4,8.72,9.23,603172.0
2022-12-23,9.09,10.5,9.09,10.45,1376779.0
2022-12-24,9.09,10.5,9.09,10.45,1376779.0
2022-12-25,9.09,10.5,9.09,10.45,1376779.0
2022-12-26,9.09,10.5,9.09,10.45,1376779.0
2022-12-27,9.09,10.5,9.09,10.45,1376779.0
2022-12-28,9.57,10.31,9.15,9.44,788509.0
2022-12-29,9.56,10.5,9.45,10.5,694518.0
2022-12-30,10.29,10.42,9.91,10.26,578438.0
2022-12-31,10.29,10.42,9.91,10.26,578438.0
2023-01-01,10.29,10.42,9.91,10.26,578438.0
2023-01-02,10.29,10.42,9.91,10.26,578438.0
2023-01-03,10.69,10.98,9.9,9.91,194290.0
2023-01-04,9.95,10.26,9.76,9.76,256446.0
2023-01-05,9.81,10.22,9.77,10.04,198594.0
2023-01-06,10.31,10.31,9.83,9.9,176076.0
2023-01-07,10.31,10.31,9.83,9.9,176076.0
2023-01-08,10.31,10.31,9.83,9.9,176076.0
2023-01-09,9.9,10.32,9.55,9.55,278651.0
2023-01-10,9.65,9.76,9.45,9.65,161989.0
2023-01-11,9.57,10.06,9.57,9.75,347372.0
2023-01-12,9.8,10.015,9.6,9.79,358274.0
2023-01-13,9.85,9.9,9.65,9.69,193606.0
2023-01-14,9.85,9.9,9.65,9.69,193606.0
2023-01-15,9.85,9.9,9.65,9.69,193606.0
2023-01-16,9.76,9.98,9.75,9.95,50598.0
2023-01-17,9.99,9.99,9.65,9.68,320519.0
2023-01-18,9.84,9.96,9.44,9.5,320903.0
2023-01-19,9.5,9.84,9.21,9.21,371847.0
2023-01-20,9.16,9.47,9.03,9.1,413767.0
2023-01-21,9.16,9.47,9.03,9.1,413767.0
2023-01-22,9.16,9.47,9.03,9.1,413767.0
2023-01-23,9.12,9.38,8.95,9.05,471935.0
2023-01-24,8.92,9.08,8.85,8.88,438594.0
2023-01-25,8.85,8.87,8.38,8.42,810301.0
2023-01-26,8.45,8.55,8.07,8.24,664264.0
2023-01-27,8.25,8.89,8.2,8.54,364082.0
