,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity,SALM NO Equity
2020-06-11,400.975,411.59,393.168,402.817,250865.0
2020-06-12,396.852,405.8,395.01,396.852,200728.0
2020-06-13,396.852,405.8,395.01,396.852,200728.0
2020-06-14,396.852,405.8,395.01,396.852,200728.0
2020-06-15,359.658,385.975,359.658,381.589,470940.0
2020-06-16,385.098,388.343,373.694,376.15,401908.0
2020-06-17,377.905,392.993,375.799,390.8,336880.0
2020-06-18,389.484,389.484,376.062,381.764,192964.0
2020-06-19,382.992,386.063,377.027,382.905,283363.0
2020-06-20,382.992,386.063,377.027,382.905,283363.0
2020-06-21,382.992,386.063,377.027,382.905,283363.0
2020-06-22,382.378,382.905,374.483,375.01,162472.0
2020-06-23,377.203,382.378,375.448,380.887,201759.0
2020-06-24,382.378,382.378,373.606,373.782,178202.0
2020-06-25,372.554,382.203,371.325,379.659,171525.0
2020-06-26,379.747,390.273,379.133,388.957,162808.0
2020-06-27,379.747,390.273,379.133,388.957,162808.0
2020-06-28,379.747,390.273,379.133,388.957,162808.0
2020-06-29,388.256,400.01,387.291,394.045,176010.0
2020-06-30,394.747,405.274,393.344,402.73,170603.0
2020-07-01,399.221,405.011,396.414,403.432,118837.0
2020-07-02,403.782,403.782,395.712,395.975,131033.0
2020-07-03,396.326,400.975,395.537,397.905,112328.0
2020-07-04,396.326,400.975,395.537,397.905,112328.0
2020-07-05,396.326,400.975,395.537,397.905,112328.0
2020-07-06,399.133,400.888,395.186,399.045,131231.0
2020-07-07,398.958,400.8,391.765,397.73,111200.0
2020-07-08,397.905,399.923,389.133,390.361,164924.0
2020-07-09,386.589,389.308,378.869,379.396,239327.0
2020-07-10,377.992,378.168,370.36,378.08,189570.0
2020-07-11,377.992,378.168,370.36,378.08,189570.0
2020-07-12,377.992,378.168,370.36,378.08,189570.0
2020-07-13,378.168,378.606,372.992,375.273,213625.0
2020-07-14,375.273,379.747,370.448,372.027,253172.0
2020-07-15,376.94,384.396,375.361,380.273,184295.0
2020-07-16,375.624,377.203,368.869,370.01,196611.0
2020-07-17,370.185,372.554,368.606,370.185,184618.0
2020-07-18,370.185,372.554,368.606,370.185,184618.0
2020-07-19,370.185,372.554,368.606,370.185,184618.0
2020-07-20,370.273,373.255,368.518,373.255,105694.0
2020-07-21,373.255,374.045,368.957,369.308,102349.0
2020-07-22,372.554,372.554,367.817,368.518,119538.0
2020-07-23,371.062,371.501,367.29,370.799,75138.0
2020-07-24,369.308,369.659,363.343,367.027,117227.0
2020-07-25,369.308,369.659,363.343,367.027,117227.0
2020-07-26,369.308,369.659,363.343,367.027,117227.0
2020-07-27,366.939,368.431,363.694,367.115,63876.0
2020-07-28,366.676,375.448,365.799,374.659,111642.0
2020-07-29,375.448,378.869,373.606,378.08,97262.0
2020-07-30,377.554,380.361,373.694,373.694,125859.0
2020-07-31,377.027,379.484,372.115,378.606,160194.0
2020-08-01,377.027,379.484,372.115,378.606,160194.0
2020-08-02,377.027,379.484,372.115,378.606,160194.0
2020-08-03,376.676,392.379,376.062,392.379,199043.0
2020-08-04,392.379,396.502,385.273,395.537,146486.0
2020-08-05,394.747,394.747,384.045,384.045,204360.0
2020-08-06,384.045,390.975,380.624,389.484,98199.0
2020-08-07,389.484,395.624,386.852,392.993,139686.0
2020-08-08,389.484,395.624,386.852,392.993,139686.0
2020-08-09,389.484,395.624,386.852,392.993,139686.0
2020-08-10,392.642,392.905,386.589,387.817,84118.0
2020-08-11,388.87,401.677,388.87,395.186,173334.0
2020-08-12,392.115,403.256,391.501,402.467,145930.0
2020-08-13,400.01,406.502,399.309,404.484,132348.0
2020-08-14,405.361,409.572,404.221,407.467,117107.0
2020-08-15,405.361,409.572,404.221,407.467,117107.0
2020-08-16,405.361,409.572,404.221,407.467,117107.0
2020-08-17,407.818,413.169,403.782,411.853,115664.0
2020-08-18,414.484,414.484,406.239,407.116,117316.0
2020-08-19,410.537,415.976,409.133,409.133,136545.0
2020-08-20,409.046,412.467,406.326,406.326,113543.0
2020-08-21,406.94,408.958,396.502,400.186,152476.0
2020-08-22,406.94,408.958,396.502,400.186,152476.0
2020-08-23,406.94,408.958,396.502,400.186,152476.0
2020-08-24,401.063,411.414,401.063,410.976,86345.0
2020-08-25,412.379,417.906,409.484,414.397,143539.0
2020-08-26,414.397,414.397,404.835,411.414,130028.0
2020-08-27,421.064,436.59,411.941,425.45,458285.0
2020-08-28,425.45,428.169,418.432,418.432,145530.0
2020-08-29,425.45,428.169,418.432,418.432,145530.0
2020-08-30,425.45,428.169,418.432,418.432,145530.0
2020-08-31,418.344,419.397,411.765,415.362,110254.0
2020-09-01,415.8,416.677,409.66,412.993,83739.0
2020-09-02,417.028,417.028,411.151,412.818,126414.0
2020-09-03,413.169,415.274,406.853,410.712,113443.0
2020-09-04,406.239,415.537,403.782,413.256,153171.0
2020-09-05,406.239,415.537,403.782,413.256,153171.0
2020-09-06,406.239,415.537,403.782,413.256,153171.0
2020-09-07,414.046,421.853,413.256,420.274,82596.0
2020-09-08,423.607,423.607,417.642,421.59,96665.0
2020-09-09,421.502,431.327,420.362,431.327,173320.0
2020-09-10,432.467,436.064,424.134,427.204,224679.0
2020-09-11,427.204,437.204,426.941,434.222,152964.0
2020-09-12,427.204,437.204,426.941,434.222,152964.0
2020-09-13,427.204,437.204,426.941,434.222,152964.0
2020-09-14,433.345,441.415,433.257,437.818,119649.0
2020-09-15,437.731,445.275,437.292,442.117,79810.0
2020-09-16,443.871,447.906,443.345,444.047,163202.0
2020-09-17,444.924,444.924,437.204,438.959,117845.0
2020-09-18,438.959,441.941,437.204,441.24,155900.0
2020-09-19,438.959,441.941,437.204,441.24,155900.0
2020-09-20,438.959,441.941,437.204,441.24,155900.0
2020-09-21,441.064,441.064,434.748,435.625,123105.0
2020-09-22,436.064,442.994,435.538,437.994,82308.0
2020-09-23,437.994,441.415,437.029,439.485,86047.0
2020-09-24,436.503,442.994,435.538,438.959,100327.0
2020-09-25,439.485,448.082,438.608,443.52,194147.0
2020-09-26,439.485,448.082,438.608,443.52,194147.0
2020-09-27,439.485,448.082,438.608,443.52,194147.0
2020-09-28,448.257,454.222,444.222,449.661,148299.0
2020-09-29,450.187,456.679,447.731,451.942,116029.0
2020-09-30,456.503,464.924,455.801,464.047,185996.0
2020-10-01,469.31,470.714,463.17,464.223,111343.0
2020-10-02,463.17,476.504,463.17,473.17,178549.0
2020-10-03,463.17,476.504,463.17,473.17,178549.0
2020-10-04,463.17,476.504,463.17,473.17,178549.0
2020-10-05,474.574,475.977,466.328,471.416,114812.0
2020-10-06,471.416,472.293,459.836,465.275,163234.0
2020-10-07,465.275,468.609,458.608,458.608,134244.0
2020-10-08,460.187,467.731,460.012,466.328,87837.0
2020-10-09,466.679,470.188,464.924,467.205,90410.0
2020-10-10,466.679,470.188,464.924,467.205,90410.0
2020-10-11,466.679,470.188,464.924,467.205,90410.0
2020-10-12,467.907,470.889,465.451,470.188,94230.0
2020-10-13,470.188,473.697,466.328,470.714,75515.0
2020-10-14,470.714,473.872,466.854,468.082,76405.0
2020-10-15,467.556,468.082,446.152,451.24,165116.0
2020-10-16,450.889,457.205,450.012,450.889,127529.0
2020-10-17,450.889,457.205,450.012,450.889,127529.0
2020-10-18,450.889,457.205,450.012,450.889,127529.0
2020-10-19,451.766,452.994,447.731,450.538,89777.0
2020-10-20,444.924,450.012,441.415,443.52,120604.0
2020-10-21,448.433,448.433,433.081,434.31,120703.0
2020-10-22,434.046,434.046,426.327,427.116,93035.0
2020-10-23,426.327,430.801,425.099,426.765,96321.0
2020-10-24,426.327,430.801,425.099,426.765,96321.0
2020-10-25,426.327,430.801,425.099,426.765,96321.0
2020-10-26,426.327,426.765,414.221,414.221,105051.0
2020-10-27,417.467,422.292,413.695,420.099,142103.0
2020-10-28,416.765,420.625,414.221,416.063,161264.0
2020-10-29,422.906,428.081,416.151,422.993,122825.0
2020-10-30,422.643,429.397,418.256,423.257,128934.0
2020-10-31,422.643,429.397,418.256,423.257,128934.0
2020-11-01,422.643,429.397,418.256,423.257,128934.0
2020-11-02,423.257,424.485,416.327,418.607,138154.0
2020-11-03,420.976,423.695,410.098,412.905,149558.0
2020-11-04,413.169,418.432,412.993,415.976,163367.0
2020-11-05,416.677,426.415,415.098,420.362,176774.0
2020-11-06,419.572,435.538,416.765,435.099,112232.0
2020-11-07,419.572,435.538,416.765,435.099,112232.0
2020-11-08,419.572,435.538,416.765,435.099,112232.0
2020-11-09,438.608,454.047,432.204,454.047,212626.0
2020-11-10,451.24,451.24,441.064,445.976,138632.0
2020-11-11,449.134,462.293,445.976,462.293,214353.0
2020-11-12,482.469,488.96,463.696,474.925,416887.0
2020-11-13,452.819,464.924,452.819,456.152,241002.0
2020-11-14,452.819,464.924,452.819,456.152,241002.0
2020-11-15,452.819,464.924,452.819,456.152,241002.0
2020-11-16,460.012,477.907,450.363,472.293,303582.0
2020-11-17,466.854,466.854,459.836,461.591,145536.0
2020-11-18,460.538,460.538,448.257,450.889,209493.0
2020-11-19,449.134,451.415,432.818,433.432,242564.0
2020-11-20,434.222,438.169,430.888,431.941,161886.0
2020-11-21,434.222,438.169,430.888,431.941,161886.0
2020-11-22,434.222,438.169,430.888,431.941,161886.0
2020-11-23,432.818,438.783,428.432,428.959,172486.0
2020-11-24,431.59,432.467,418.871,419.485,268551.0
2020-11-25,421.064,423.695,412.379,419.572,155092.0
2020-11-26,419.572,432.467,417.555,426.853,144185.0
2020-11-27,428.257,435.362,426.239,435.099,220440.0
2020-11-28,428.257,435.362,426.239,435.099,220440.0
2020-11-29,428.257,435.362,426.239,435.099,220440.0
2020-11-30,435.099,440.011,426.327,427.643,228457.0
2020-12-01,429.66,435.625,426.765,427.643,175896.0
2020-12-02,428.081,428.081,420.8,422.818,209710.0
2020-12-03,422.818,425.099,418.432,424.134,190166.0
2020-12-04,425.011,431.327,423.783,427.204,205900.0
2020-12-05,425.011,431.327,423.783,427.204,205900.0
2020-12-06,425.011,431.327,423.783,427.204,205900.0
2020-12-07,430.809,430.809,415.578,418.191,241474.0
2020-12-08,419.093,425.942,418.552,421.075,190298.0
2020-12-09,422.067,423.238,416.389,418.101,197017.0
2020-12-10,419.183,425.221,419.093,419.723,211637.0
2020-12-11,418.191,422.067,411.882,412.784,196758.0
2020-12-12,418.191,422.067,411.882,412.784,196758.0
2020-12-13,418.191,422.067,411.882,412.784,196758.0
2020-12-14,413.955,416.299,408.187,414.586,247016.0
2020-12-15,417.29,419.093,413.054,415.938,188354.0
2020-12-16,419.904,425.041,411.251,419.093,326568.0
2020-12-17,423.689,429.818,419.994,428.466,156820.0
2020-12-18,429.908,445.41,426.032,440.994,278586.0
2020-12-19,429.908,445.41,426.032,440.994,278586.0
2020-12-20,429.908,445.41,426.032,440.994,278586.0
2020-12-21,437.118,440.002,428.105,436.307,244695.0
2020-12-22,437.298,440.363,434.865,437.208,93832.0
2020-12-23,434.414,446.762,434.414,445.77,107646.0
2020-12-24,434.414,446.762,434.414,445.77,107646.0
2020-12-25,434.414,446.762,434.414,445.77,107646.0
2020-12-26,434.414,446.762,434.414,445.77,107646.0
2020-12-27,434.414,446.762,434.414,445.77,107646.0
2020-12-28,445.23,448.114,440.633,446.581,92136.0
2020-12-29,445.951,460.191,445.41,456.946,144773.0
2020-12-30,456.225,460.912,452.44,453.882,81667.0
2020-12-31,456.225,460.912,452.44,453.882,81667.0
2021-01-01,456.225,460.912,452.44,453.882,81667.0
2021-01-02,456.225,460.912,452.44,453.882,81667.0
2021-01-03,456.225,460.912,452.44,453.882,81667.0
2021-01-04,454.242,457.667,441.174,441.985,168982.0
2021-01-05,441.624,449.195,441.624,444.328,150048.0
2021-01-06,445.23,447.032,440.903,443.607,127956.0
2021-01-07,450.637,451.358,435.406,441.624,154337.0
2021-01-08,443.607,460.01,443.607,451.538,196494.0
2021-01-09,443.607,460.01,443.607,451.538,196494.0
2021-01-10,443.607,460.01,443.607,451.538,196494.0
2021-01-11,451.538,454.963,444.959,446.852,152965.0
2021-01-12,449.105,453.341,447.483,450.817,104650.0
2021-01-13,461.452,465.959,438.921,439.912,243920.0
2021-01-14,441.624,443.427,436.397,438.38,175710.0
2021-01-15,441.624,447.122,439.461,441.264,197218.0
2021-01-16,441.624,447.122,439.461,441.264,197218.0
2021-01-17,441.624,447.122,439.461,441.264,197218.0
2021-01-18,441.624,444.959,437.028,441.354,102771.0
2021-01-19,442.345,444.509,438.019,443.878,124993.0
2021-01-20,443.968,445.5,438.109,441.624,203137.0
2021-01-21,460.371,468.122,453.341,463.075,373877.0
2021-01-22,463.255,465.598,456.045,460.912,166394.0
2021-01-23,463.255,465.598,456.045,460.912,166394.0
2021-01-24,463.255,465.598,456.045,460.912,166394.0
2021-01-25,460.371,460.371,439.822,447.393,202644.0
2021-01-26,444.238,453.161,442.345,442.345,134301.0
2021-01-27,443.787,462.354,443.787,460.551,270233.0
2021-01-28,460.551,468.482,457.487,465.238,228200.0
2021-01-29,456.045,468.663,456.045,465.959,142855.0
2021-01-30,456.045,468.663,456.045,465.959,142855.0
2021-01-31,456.045,468.663,456.045,465.959,142855.0
2021-02-01,460.191,477.675,459.65,476.414,173066.0
2021-02-02,477.675,490.474,475.332,477.856,206306.0
2021-02-03,479.478,487.229,479.478,482.903,112653.0
2021-02-04,482.542,482.542,474.251,479.658,111658.0
2021-02-05,478.577,489.392,477.675,485.607,140953.0
2021-02-06,478.577,489.392,477.675,485.607,140953.0
2021-02-07,478.577,489.392,477.675,485.607,140953.0
2021-02-08,485.607,488.13,475.512,478.577,114851.0
2021-02-09,481.461,481.461,471.727,476.233,106260.0
2021-02-10,475.873,484.165,474.251,478.757,110051.0
2021-02-11,482.182,491.195,476.774,490.113,149938.0
2021-02-12,489.392,501.289,487.95,493.538,185422.0
2021-02-13,489.392,501.289,487.95,493.538,185422.0
2021-02-14,489.392,501.289,487.95,493.538,185422.0
2021-02-15,494.98,494.98,478.937,486.328,97906.0
2021-02-16,487.049,493.718,482.723,490.834,82357.0
2021-02-17,487.95,488.851,464.156,483.984,151924.0
2021-02-18,483.624,487.77,479.478,482.542,178352.0
2021-02-19,483.083,509.04,483.083,508.679,169709.0
2021-02-20,483.083,509.04,483.083,508.679,169709.0
2021-02-21,483.083,509.04,483.083,508.679,169709.0
2021-02-22,506.516,528.868,503.091,528.147,310603.0
2021-02-23,531.752,537.52,516.971,526.164,296880.0
2021-02-24,522.739,538.061,519.495,531.752,211141.0
2021-02-25,536.258,539.863,512.284,534.996,230993.0
2021-02-26,518.233,525.623,509.581,514.087,257286.0
2021-02-27,518.233,525.623,509.581,514.087,257286.0
2021-02-28,518.233,525.623,509.581,514.087,257286.0
2021-03-01,523.1,529.769,520.396,526.705,169695.0
2021-03-02,528.147,530.31,522.919,524.542,103138.0
2021-03-03,527.246,532.833,525.263,528.868,114060.0
2021-03-04,526.344,530.31,523.1,525.263,88673.0
2021-03-05,526.344,530.851,523.64,526.705,106967.0
2021-03-06,526.344,530.851,523.64,526.705,106967.0
2021-03-07,526.344,530.851,523.64,526.705,106967.0
2021-03-08,526.344,546.893,525.984,544.37,220386.0
2021-03-09,547.074,549.597,533.194,537.16,135671.0
2021-03-10,538.241,540.044,531.932,532.653,118926.0
2021-03-11,531.752,540.765,526.344,529.949,168032.0
2021-03-12,529.949,531.391,524.542,524.902,117334.0
2021-03-13,529.949,531.391,524.542,524.902,117334.0
2021-03-14,529.949,531.391,524.542,524.902,117334.0
2021-03-15,526.524,534.095,524.361,529.048,97718.0
2021-03-16,530.13,531.572,523.46,524.001,143886.0
2021-03-17,524.722,530.851,518.593,523.46,149560.0
2021-03-18,524.001,527.606,519.314,522.018,131469.0
2021-03-19,520.035,528.327,517.331,517.331,315973.0
2021-03-20,520.035,528.327,517.331,517.331,315973.0
2021-03-21,520.035,528.327,517.331,517.331,315973.0
2021-03-22,520.035,523.46,516.43,517.512,134940.0
2021-03-23,517.692,517.692,510.121,511.924,116839.0
2021-03-24,513.907,524.001,511.924,517.331,127173.0
2021-03-25,517.331,517.692,506.336,512.645,70482.0
2021-03-26,515.889,525.082,512.645,524.361,94235.0
2021-03-27,515.889,525.082,512.645,524.361,94235.0
2021-03-28,515.889,525.082,512.645,524.361,94235.0
2021-03-29,525.443,527.786,519.495,527.246,92379.0
2021-03-30,527.246,538.782,527.246,529.409,167057.0
2021-03-31,529.409,531.752,524.361,531.752,78205.0
2021-04-01,529.409,531.752,524.361,531.752,78205.0
2021-04-02,529.409,531.752,524.361,531.752,78205.0
2021-04-03,529.409,531.752,524.361,531.752,78205.0
2021-04-04,529.409,531.752,524.361,531.752,78205.0
2021-04-05,529.409,531.752,524.361,531.752,78205.0
2021-04-06,540.765,540.765,529.048,533.554,105567.0
2021-04-07,531.752,535.537,523.46,531.391,140107.0
2021-04-08,531.752,534.275,522.198,531.752,102825.0
2021-04-09,533.554,536.439,528.688,534.275,75305.0
2021-04-10,533.554,536.439,528.688,534.275,75305.0
2021-04-11,533.554,536.439,528.688,534.275,75305.0
2021-04-12,536.078,538.602,523.64,523.821,118934.0
2021-04-13,524.902,534.456,524.902,530.851,105359.0
2021-04-14,531.572,533.915,513.726,514.808,128691.0
2021-04-15,513.726,516.971,504.353,507.958,128317.0
2021-04-16,509.22,511.383,502.731,511.203,169994.0
2021-04-17,509.22,511.383,502.731,511.203,169994.0
2021-04-18,509.22,511.383,502.731,511.203,169994.0
2021-04-19,513.726,517.512,510.121,511.383,78255.0
2021-04-20,512.465,518.774,509.761,513.546,83742.0
2021-04-21,511.023,512.465,506.516,511.563,61302.0
2021-04-22,511.023,519.675,511.023,515.529,93507.0
2021-04-23,515.529,520.756,512.645,518.774,69768.0
2021-04-24,515.529,520.756,512.645,518.774,69768.0
2021-04-25,515.529,520.756,512.645,518.774,69768.0
2021-04-26,518.774,527.426,518.774,525.263,97949.0
2021-04-27,526.344,533.554,525.443,529.949,97618.0
2021-04-28,531.391,539.863,526.524,539.863,82838.0
2021-04-29,540.404,543.468,521.477,522.739,83858.0
2021-04-30,522.739,523.821,516.07,520.756,89836.0
2021-05-01,522.739,523.821,516.07,520.756,89836.0
2021-05-02,522.739,523.821,516.07,520.756,89836.0
2021-05-03,520.937,529.949,518.053,529.769,54884.0
2021-05-04,529.228,542.387,528.507,540.404,150046.0
2021-05-05,540.765,551.039,540.765,543.649,154890.0
2021-05-06,543.829,547.074,532.473,540.224,171781.0
2021-05-07,542.747,549.237,538.061,547.614,121251.0
2021-05-08,542.747,549.237,538.061,547.614,121251.0
2021-05-09,542.747,549.237,538.061,547.614,121251.0
2021-05-10,551.58,554.284,541.846,545.632,132669.0
2021-05-11,545.271,545.992,533.735,539.683,98693.0
2021-05-12,556.988,559.691,532.293,534.456,269809.0
2021-05-13,556.988,559.691,532.293,534.456,269809.0
2021-05-14,542.026,544.009,516.791,519.314,187697.0
2021-05-15,542.026,544.009,516.791,519.314,187697.0
2021-05-16,542.026,544.009,516.791,519.314,187697.0
2021-05-17,542.026,544.009,516.791,519.314,187697.0
2021-05-18,523.46,526.705,515.168,524.001,137003.0
2021-05-19,523.64,533.014,516.61,523.1,139629.0
2021-05-20,524.542,539.323,517.331,538.602,169081.0
2021-05-21,542.387,554.284,532.653,554.284,251211.0
2021-05-22,542.387,554.284,532.653,554.284,251211.0
2021-05-23,542.387,554.284,532.653,554.284,251211.0
2021-05-24,542.387,554.284,532.653,554.284,251211.0
2021-05-25,557.348,558.43,540.945,543.468,123907.0
2021-05-26,542.567,553.022,542.387,552.481,148090.0
2021-05-27,554.284,555.546,547.434,550.859,130156.0
2021-05-28,551.94,557.889,545.992,556.627,95209.0
2021-05-29,551.94,557.889,545.992,556.627,95209.0
2021-05-30,551.94,557.889,545.992,556.627,95209.0
2021-05-31,556.447,557.709,550.679,553.563,55060.0
2021-06-01,553.382,555.906,548.876,551.94,93180.0
2021-06-02,551.94,569.065,551.94,567.442,202148.0
2021-06-03,575.374,582.403,571.228,580.06,109850.0
2021-06-04,581.682,585.828,578.618,585.828,124661.0
2021-06-05,581.682,585.828,578.618,585.828,124661.0
2021-06-06,581.682,585.828,578.618,585.828,124661.0
2021-06-07,586.189,586.91,578.798,578.798,69836.0
2021-06-08,580.06,591.957,578.077,586.73,94350.0
2021-06-09,563.484,566.273,550.838,555.859,5145622.0
2021-06-10,556.975,562.554,553.255,562.554,345601.0
2021-06-11,563.856,567.761,556.231,559.392,221227.0
2021-06-12,563.856,567.761,556.231,559.392,221227.0
2021-06-13,563.856,567.761,556.231,559.392,221227.0
2021-06-14,561.252,565.529,557.161,558.834,156660.0
2021-06-15,560.694,562.554,553.441,556.045,170047.0
2021-06-16,557.905,564.599,554.743,563.112,262165.0
2021-06-17,559.392,565.529,554.557,564.042,112835.0
2021-06-18,565.157,571.852,564.599,566.273,275202.0
2021-06-19,565.157,571.852,564.599,566.273,275202.0
2021-06-20,565.157,571.852,564.599,566.273,275202.0
2021-06-21,566.273,572.782,560.694,567.389,128448.0
2021-06-22,568.505,572.968,564.599,572.968,102511.0
2021-06-23,557.533,571.108,552.697,553.255,346634.0
2021-06-24,555.859,556.045,540.795,540.981,270818.0
2021-06-25,542.097,546.189,536.518,542.655,174571.0
2021-06-26,542.097,546.189,536.518,542.655,174571.0
2021-06-27,542.097,546.189,536.518,542.655,174571.0
2021-06-28,544.515,548.978,533.357,535.774,222160.0
2021-06-29,536.518,540.981,530.009,530.009,161318.0
2021-06-30,528.522,536.146,526.476,531.125,241126.0
2021-07-01,533.171,535.96,528.522,533.915,86013.0
2021-07-02,539.308,541.539,531.497,535.588,114268.0
2021-07-03,539.308,541.539,531.497,535.588,114268.0
2021-07-04,539.308,541.539,531.497,535.588,114268.0
2021-07-05,535.774,546.932,535.774,546.561,126933.0
2021-07-06,544.887,548.234,536.332,546.561,121912.0
2021-07-07,547.676,548.792,535.402,543.957,195145.0
2021-07-08,542.841,544.515,529.079,531.311,134163.0
2021-07-09,534.659,537.634,528.894,530.195,122830.0
2021-07-10,534.659,537.634,528.894,530.195,122830.0
2021-07-11,534.659,537.634,528.894,530.195,122830.0
2021-07-12,531.125,534.845,528.708,531.497,113109.0
2021-07-13,531.869,534.101,525.174,532.427,131888.0
2021-07-14,530.939,533.543,528.15,532.985,132477.0
2021-07-15,530.939,545.073,529.823,545.073,125118.0
2021-07-16,545.259,550.838,542.469,548.234,159435.0
2021-07-17,545.259,550.838,542.469,548.234,159435.0
2021-07-18,545.259,550.838,542.469,548.234,159435.0
2021-07-19,547.676,548.048,534.659,536.89,72598.0
2021-07-20,540.981,549.722,539.122,547.304,146712.0
2021-07-21,548.978,552.14,543.027,543.957,79465.0
2021-07-22,544.329,549.536,538.936,548.234,59493.0
2021-07-23,549.722,552.697,546.003,550.28,61517.0
2021-07-24,549.722,552.697,546.003,550.28,61517.0
2021-07-25,549.722,552.697,546.003,550.28,61517.0
2021-07-26,549.908,550.466,545.259,547.118,42061.0
2021-07-27,548.234,549.722,540.795,546.375,69521.0
2021-07-28,546.375,553.069,543.957,551.954,80421.0
2021-07-29,552.697,552.697,543.771,544.515,80837.0
2021-07-30,543.771,547.49,539.308,545.073,105502.0
2021-07-31,543.771,547.49,539.308,545.073,105502.0
2021-08-01,543.771,547.49,539.308,545.073,105502.0
2021-08-02,545.817,553.627,543.771,548.048,66787.0
2021-08-03,548.234,551.396,544.701,547.118,62186.0
2021-08-04,548.792,555.487,548.234,553.255,102941.0
2021-08-05,555.673,557.347,549.908,550.652,65878.0
2021-08-06,549.908,552.326,540.61,542.841,68707.0
2021-08-07,549.908,552.326,540.61,542.841,68707.0
2021-08-08,549.908,552.326,540.61,542.841,68707.0
2021-08-09,542.841,546.561,539.308,544.143,43061.0
2021-08-10,548.606,553.069,544.515,550.094,104169.0
2021-08-11,550.466,551.21,543.213,543.771,55666.0
2021-08-12,543.771,549.536,539.68,547.118,63226.0
2021-08-13,548.048,551.768,545.073,549.722,59216.0
2021-08-14,548.048,551.768,545.073,549.722,59216.0
2021-08-15,548.048,551.768,545.073,549.722,59216.0
2021-08-16,549.536,553.813,545.073,547.676,60591.0
2021-08-17,548.606,560.322,547.304,553.069,95311.0
2021-08-18,552.883,554.185,530.567,532.055,181929.0
2021-08-19,529.823,534.473,520.711,532.613,176711.0
2021-08-20,530.567,550.466,528.15,547.49,149530.0
2021-08-21,530.567,550.466,528.15,547.49,149530.0
2021-08-22,530.567,550.466,528.15,547.49,149530.0
2021-08-23,548.606,548.606,538.006,539.308,88797.0
2021-08-24,539.308,543.399,530.195,539.308,85637.0
2021-08-25,539.308,556.417,536.89,551.768,134257.0
2021-08-26,539.308,554.371,530.009,535.588,381270.0
2021-08-27,548.606,561.438,546.375,548.792,256639.0
2021-08-28,548.606,561.438,546.375,548.792,256639.0
2021-08-29,548.606,561.438,546.375,548.792,256639.0
2021-08-30,553.441,559.764,540.052,540.61,163593.0
2021-08-31,543.957,552.883,534.659,541.911,243485.0
2021-09-01,543.957,549.722,542.841,544.515,97941.0
2021-09-02,543.027,554.743,542.655,552.326,159171.0
2021-09-03,550.28,552.326,541.539,541.539,91070.0
2021-09-04,550.28,552.326,541.539,541.539,91070.0
2021-09-05,550.28,552.326,541.539,541.539,91070.0
2021-09-06,552.326,554.371,542.097,544.887,104030.0
2021-09-07,546.375,549.536,539.68,539.68,90935.0
2021-09-08,539.866,540.795,533.543,533.543,112022.0
2021-09-09,532.613,535.96,530.567,530.567,93627.0
2021-09-10,530.567,532.613,524.43,524.802,115361.0
2021-09-11,530.567,532.613,524.43,524.802,115361.0
2021-09-12,530.567,532.613,524.43,524.802,115361.0
2021-09-13,525.546,535.216,524.43,528.522,79375.0
2021-09-14,528.522,535.03,521.827,526.476,118055.0
2021-09-15,528.708,531.869,524.616,527.778,89663.0
2021-09-16,530.009,540.981,527.964,539.308,147955.0
2021-09-17,541.167,549.164,540.981,546.561,363348.0
2021-09-18,541.167,549.164,540.981,546.561,363348.0
2021-09-19,541.167,549.164,540.981,546.561,363348.0
2021-09-20,543.399,543.399,526.476,531.311,134242.0
2021-09-21,533.171,543.213,531.311,539.308,125635.0
2021-09-22,543.027,559.392,541.353,556.789,247705.0
2021-09-23,560.322,567.203,559.02,563.484,199489.0
2021-09-24,562.554,562.74,551.024,556.045,94801.0
2021-09-25,562.554,562.74,551.024,556.045,94801.0
2021-09-26,562.554,562.74,551.024,556.045,94801.0
2021-09-27,557.905,558.091,552.883,554.929,81658.0
2021-09-28,552.697,553.441,542.469,545.817,134945.0
2021-09-29,550.28,558.091,539.494,542.283,167361.0
2021-09-30,543.957,548.42,535.774,540.795,119954.0
2021-10-01,533.729,544.143,526.476,544.143,110602.0
2021-10-02,533.729,544.143,526.476,544.143,110602.0
2021-10-03,533.729,544.143,526.476,544.143,110602.0
2021-10-04,540.238,542.841,534.659,540.238,97569.0
2021-10-05,541.539,541.539,534.287,539.308,78026.0
2021-10-06,536.704,539.122,532.427,538.936,91084.0
2021-10-07,540.424,548.978,538.75,547.49,87233.0
2021-10-08,549.536,552.697,539.494,550.094,95681.0
2021-10-09,549.536,552.697,539.494,550.094,95681.0
2021-10-10,549.536,552.697,539.494,550.094,95681.0
2021-10-11,549.164,553.999,548.234,553.255,98945.0
2021-10-12,548.606,553.813,547.118,553.069,71977.0
2021-10-13,552.511,561.066,546.561,561.066,96050.0
2021-10-14,563.484,567.203,557.533,566.273,117336.0
2021-10-15,567.203,567.389,559.764,564.785,89058.0
2021-10-16,567.203,567.389,559.764,564.785,89058.0
2021-10-17,567.203,567.389,559.764,564.785,89058.0
2021-10-18,564.785,574.642,559.764,569.992,136652.0
2021-10-19,573.712,577.803,569.063,574.642,116006.0
2021-10-20,574.828,597.516,573.712,597.516,167501.0
2021-10-21,595.284,600.119,585.614,597.516,145502.0
